id,type,latitude,longitude,name,street,housenumber,city,postcode,state,country,phone,email,website,opening_hours,operator,brand,brand_wikidata,brand_wikipedia,wheelchair,drive_through,dispensing,osm_version,timestamp,changeset,user,uid
280308494,node,20.6048808,-105.2337109,Farmacia Guadalajara,,,,,,,,,,24/7,,Farmacia Guadalajara,Q5435609,,,,,6,2024-05-17T15:40:48+00:00,0,,0
293542771,node,25.6673184,-100.3120206,Benavides,,,,,,,,,https://www.benavides.com.mx/i/consultorio/m131,07:00-10:00,,Benavides,Q5435613,,,,,8,2023-03-30T07:16:48+00:00,0,,0
309251520,node,16.7301592,-92.6405926,Farmacias del Ahorro,,,,,,,,,,,Logitel,Farmacias del Ahorro,Q62086647,,,,,3,2022-05-20T21:41:56+00:00,0,,0
332364266,node,19.3443713,-99.1889425,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,3,2022-07-12T01:18:14+00:00,0,,0
337877608,node,17.6408435,-101.5555455,Farmapronto,,,,,,,,,,,,,,,,,yes,2,2013-01-07T03:37:46+00:00,0,,0
337877910,node,17.6398293,-101.5567986,,,,,,,,,,,,,,,,,,,1,2009-01-26T20:17:27+00:00,0,,0
341741666,node,20.6960805,-105.2421145,Farmacia Guadalajara,,,,,,,,,,24/7,,,,,,,,3,2009-02-06T08:52:52+00:00,0,,0
341742273,node,20.6969316,-105.2425179,Farmacia  Medisim,,,,,,,,,,,,,,,,,,2,2009-02-06T07:31:56+00:00,0,,0
341763765,node,20.7158952,-105.2096533,Farmacia Guadalajara,,,,,,,,,,24/7,,,,,,,,3,2009-02-06T08:53:30+00:00,0,,0
348708055,node,21.112026,-101.675502,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,,,,,5,2022-07-16T02:34:00+00:00,0,,0
348710390,node,21.1118498,-101.67521,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,3,2022-07-16T02:34:00+00:00,0,,0
349331693,node,21.106114,-101.668745,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,en:Farmacias Guadalajara,,,,2,2022-04-06T19:41:30+00:00,0,,0
354087362,node,21.1002234,-101.672626,Farmacia Guadalajara,,,,,,,,,,,,,,,,,,1,2009-03-01T00:03:21+00:00,0,,0
370481629,node,21.1259183,-101.685504,Farmacia ISSEG,,,,,,,,,,,,,,,,,,2,2022-07-16T02:34:00+00:00,0,,0
388350619,node,20.5097656,-86.9497951,"""Casa de los Alemanes"" (hist.)",,,San Miguel de Cozumel,,,,,,,,,,,,,,no,3,2021-09-20T06:24:58+00:00,0,,0
441723781,node,14.9091031,-92.2630067,Famacia del Puerto,,,,,,,,,,,,,,,,,,2,2023-07-15T23:51:19+00:00,0,,0
443506001,node,20.6524257,-105.2184163,Farmacia Guadalajara,,,,,,,,,,,,,,,,,yes,2,2011-06-07T17:57:25+00:00,0,,0
444674102,node,21.1222543,-101.716658,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,2,2022-07-16T02:34:00+00:00,0,,0
444674105,node,21.1287234,-101.718057,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,2,2022-07-13T04:17:33+00:00,0,,0
444674107,node,21.1292117,-101.722048,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,2,2022-07-13T04:17:33+00:00,0,,0
450723977,node,19.3034406,-98.2422814,Farmapronto,,,,,,,,,,,,,,,,,,2,2011-02-03T19:34:29+00:00,0,,0
473037900,node,19.3962684,-99.174121,Farmacia Linda,,,,,,,,,,,,,,,,,,4,2022-07-12T09:53:20+00:00,0,,0
473196182,node,19.3891605,-99.1759453,Benavides,,,,,,,,,,,,Benavides,Q5435613,,,,,4,2022-07-12T08:49:03+00:00,0,,0
474731843,node,19.3945528,-99.1639128,Paris,,,,,,,,,,,,,,,,,,2,2022-07-12T08:49:03+00:00,0,,0
474731844,node,19.394828,-99.1666856,,,,,,,,,,,,,,,,,,,3,2022-07-12T08:49:03+00:00,0,,0
474757674,node,19.4019725,-99.1771119,,,,,,,,,,,,,,,,,,,3,2022-07-12T09:53:20+00:00,0,,0
480110841,node,19.3217742,-98.2361199,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,3,2022-09-06T20:32:59+00:00,0,,0
480110858,node,19.3195218,-98.2403647,Farmacia Luming,,,,,,,,,,,,,,,,,,2,2011-01-06T21:41:45+00:00,0,,0
480110859,node,19.3188249,-98.2382171,Farmacia Luming,,,,,,,,,,,,,,,,,,2,2011-01-13T00:28:18+00:00,0,,0
480110862,node,19.322002,-98.2360044,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,3,2022-09-06T20:32:59+00:00,0,,0
480797326,node,17.9131004,-92.9174114,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,1,2009-09-02T12:38:31+00:00,0,,0
481474544,node,29.1234997,-110.9816237,Farmacia Benavides,,,,,,,,,,,,,,,,,,1,2009-09-02T23:23:54+00:00,0,,0
496689969,node,19.3084272,-98.920094,,,,,,,,,,,,,,,,,,,1,2009-09-15T02:36:31+00:00,0,,0
499411552,node,19.167354,-96.133379,,,,,,,,,,,,,,,,,,,4,2022-08-24T12:11:23+00:00,0,,0
579258571,node,19.5570659,-99.2044158,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,2,2021-05-05T15:48:03+00:00,0,,0
599906812,node,17.9922548,-92.9447299,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,3,2022-04-05T00:45:20+00:00,0,,0
611523861,node,25.5710859,-103.4264128,Guadalajara,,,,,,,,,,,,,,,,,,1,2010-01-11T03:23:20+00:00,0,,0
612771828,node,25.6066904,-100.268211,Benavides,,,,,,,,,,,,Benavides,Q5435613,,,,yes,2,2022-07-14T13:41:40+00:00,0,,0
613794097,node,24.0368969,-104.678322,Super Farmacia La Miniatura,,,,,,,,,,,,,,,,,,4,2023-03-14T01:14:09+00:00,0,,0
613856630,node,24.024497,-104.662089,La Miniatura,5 de Febrero,233,Durango,34000,,,,,,,,,,,,,,4,2022-02-13T19:47:14+00:00,0,,0
651151740,node,19.41246,-99.1598942,,,,,,,,,,,,,,,,,,,3,2022-12-20T20:20:30+00:00,0,,0
652135170,node,24.0406692,-104.629848,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,,,,,3,2023-09-02T20:02:49+00:00,0,,0
652294604,node,24.0353938,-104.683601,Farmacia Guadalajara,Licenciado Armando del Castillo Franco,502,Durango,34050,,,,,,,,Farmacia Guadalajara,Q5435609,en:Farmacias Guadalajara,,,,3,2022-02-13T19:47:14+00:00,0,,0
674394132,node,19.4933845,-99.0204969,Similares,Cerro del Encinal,38,,55239,,,,,,,,Farmacias Similares,Q62564610,,,,,3,2021-03-31T03:10:27+00:00,0,,0
674477257,node,19.4929837,-99.0209873,Lupita,,,,,,,,,,,,,,,,,,1,2010-03-25T23:05:33+00:00,0,,0
674477260,node,19.4945918,-99.0234335,Farmacia de Dios,,,,,,,,,,,,,,,,,,1,2010-03-25T23:05:33+00:00,0,,0
674890801,node,22.1494078,-100.998973,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,2,2022-06-03T02:45:57+00:00,0,,0
674890838,node,22.1473508,-100.983964,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,,no,,,6,2022-08-03T03:13:43+00:00,0,,0
676445123,node,22.1490069,-101.011217,Farmacias del Ahorro,,,,,,,,,,Mo-Fr 09:00-21:00,,Farmacias del Ahorro,Q62086647,,,,,3,2022-07-29T21:45:18+00:00,0,,0
678240637,node,19.5059565,-98.8845403,Farmacia Central,,,,,,,,,,,,,,,,,,1,2010-03-30T02:44:40+00:00,0,,0
678240848,node,19.5062903,-98.8848466,Farmacia del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,2,2021-04-20T00:30:37+00:00,0,,0
700026383,node,31.8632979,-112.8520817,Farmácia Moderna,,,,,,,,,,,,,,,,,,2,2010-04-17T19:05:35+00:00,0,,0
700161119,node,31.8651183,-112.8472834,Farmácia San Luis,,,,,,,,,,,,,,,,,,1,2010-04-17T19:05:35+00:00,0,,0
700161121,node,31.8646794,-112.8476156,Farmácia 24 Horas,,,,,,,,,,,,,,,,,,1,2010-04-17T19:05:35+00:00,0,,0
712796069,node,29.0380252,-110.9588359,Benavides,,,,,,,,,,,,,,,,,,2,2015-02-17T15:32:10+00:00,0,,0
735925519,node,21.1496364,-101.7032078,Farmacia Benavides,,,,,,,,,,,,,,,,,yes,2,2013-07-17T07:30:53+00:00,0,,0
770357192,node,18.9973584,-98.2397437,Farmacia del Ahorro San Miguel,,,,,,,,,,,,,,,,,,2,2012-11-29T15:59:07+00:00,0,,0
770375223,node,19.0369759,-98.2071269,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,4,2022-12-13T21:57:55+00:00,0,,0
770375227,node,19.0416107,-98.1469955,Farmacia del Ahorro Amalucan,Independencia,173,,72320,,,,,http://www.fahorro.com.mx/,,,,,,,,,4,2012-12-28T00:58:31+00:00,0,,0
770375234,node,19.0077712,-98.203855,Farmacias del Ahorro,,,,,,,,,,,,Farmacias del Ahorro,Q62086647,,,,,3,2022-12-13T21:57:55+00:00,0,,0
770441372,node,19.06695,-98.177905,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,4,2016-11-16T20:52:11+00:00,0,,0
770567439,node,19.0034978,-98.2210597,Farmacias del Ahorro,,,,,,,,,,,,,,,,,,3,2018-09-17T13:36:01+00:00,0,,0
770589001,node,19.021231,-98.1917345,Farmacias del Ahorro,,,,,,,,,,24/7,,Farmacias del Ahorro,Q62086647,,,,,4,2022-12-13T21:57:55+00:00,0,,0
770606482,node,18.9948766,-98.2347006,Farmacia del Ahorro 105 Poniente,,,,,,,,,,,,,,,,,,2,2012-10-04T03:58:55+00:00,0,,0
771166170,node,19.0069534,-98.2375369,Farmacias del Ahorro,,,,,,,,,,,,,,,,,,5,2014-08-19T04:15:57+00:00,0,,0
771201245,node,19.0652257,-98.1829793,Farmacia del Ahorro Diagonal,,,,,,,,,,,,,,,,,,3,2012-10-04T04:04:15+00:00,0,,0
771218204,node,19.0717106,-98.1926814,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,3,2018-09-10T12:42:02+00:00,0,,0
771520005,node,19.0771028,-98.2769133,Farmacia del Ahorro Forjadores,,,,,,,,,,,,,,,,,,2,2011-04-11T15:46:38+00:00,0,,0
804109146,node,25.3904114,-100.9968631,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,2,2018-01-29T19:01:32+00:00,0,,0
804111164,node,25.3901399,-100.9979323,Farmacia Guadalajara,,,,,,,,,,,,,,,,,,2,2018-01-29T19:01:31+00:00,0,,0
826516799,node,25.650987,-100.2924153,,,,,,,,,,,,,,,,,,,2,2019-08-03T00:25:22+00:00,0,,0
833722564,node,21.151497,-101.67282,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,,,,,2,2022-07-16T02:34:00+00:00,0,,0
837157068,node,19.381634,-99.1717867,Farmacias del Ahorro,,,,,,,,,,,,,,,,,,1,2010-07-29T04:23:48+00:00,0,,0
845526631,node,19.3452479,-99.1709608,Farmacias del Ahorro,Avenida Miguel Ángel de Quevedo,427,,04310,,,,,,24/7,Farmacias de Ahorro,Farmacias del Ahorro,Q62086647,,,,,5,2020-11-13T16:55:52+00:00,0,,0
855100125,node,20.6246448,-87.0789,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,6,2024-02-18T18:12:44+00:00,0,,0
855100149,node,20.6252107,-87.0798673,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,6,2024-02-18T18:12:44+00:00,0,,0
855766809,node,19.3671482,-99.1814213,Farmacia Capuchinas,,,,,,,,,,,,,,,,,,3,2023-08-13T11:11:06+00:00,0,,0
858894476,node,20.6238072,-87.0755204,Flea Market,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:44+00:00,0,,0
858894591,node,20.6231481,-87.0759524,Paris,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:44+00:00,0,,0
858997358,node,20.6272384,-87.0732528,Ahorro,Avenida 10 Norte,,,,,,,,,,,,,,,,,13,2024-02-18T18:12:44+00:00,0,,0
858997498,node,20.628398,-87.072427,Yza,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:44+00:00,0,,0
865041018,node,20.6242746,-87.0738977,Discount Pharmacy,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
865041385,node,20.6281626,-87.0712042,Drugs & Deli,,,,,,,,,,,,,,,,,,6,2024-02-18T18:12:54+00:00,0,,0
865041418,node,20.6259776,-87.07273,Drugs & Deli,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
865041426,node,20.6235499,-87.074454,Drugs & Deli,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
865041761,node,20.625261,-87.0732211,Farmacias Nacional,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
870856780,node,20.624069,-87.0741872,GL,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
870887937,node,19.3911169,-99.1771827,,,,,,,,,,,,,,,,,,,3,2022-07-12T08:49:03+00:00,0,,0
872247800,node,32.6377209,-115.5142899,,,,,,,,,,,,,,,,,,,1,2010-08-21T17:48:53+00:00,0,,0
883463579,node,25.7838729,-100.2383944,Farmacia Guadalajara,,,,,,,,,,,,,,,,,,5,2015-11-05T22:02:15+00:00,0,,0
883467219,node,25.7849663,-100.256268,Farmacia Guadalajara,,,,,,,,,,,,Farmacia Guadalajara,Q5435609,,,,,3,2024-01-10T22:34:57+00:00,0,,0
883467243,node,25.7850196,-100.253395,Benavides,,,,,,,,,,,,Benavides,Q5435613,,,,yes,4,2024-05-01T16:30:01+00:00,0,,0
890625900,node,25.6505282,-100.2932688,Farmacia Gudalajara,,,,,,,,,,,,,,,,,,2,2019-08-03T00:25:22+00:00,0,,0
901016973,node,19.3509683,-99.1866578,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,4,2022-07-12T08:49:03+00:00,0,,0
901833375,node,19.4271676,-99.160043,Farmacia Juarez,,,,,,,,,,,,,,,,,,3,2023-12-26T20:07:30+00:00,0,,0
912019012,node,19.2775655,-99.5599652,Farmacia Guadalajara,,,,,,,,,,,,,,,,,,1,2010-09-14T15:03:46+00:00,0,,0
920559346,node,20.6252601,-87.0737386,YZA,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
920559357,node,20.6210162,-87.0753157,Drugs & Deli,,,,,,,,,,,,,,,,,,5,2024-02-18T18:12:54+00:00,0,,0
920658117,node,20.9633623,-89.6685717,angel,,,,,,,,,,,,,,,,,,1,2010-09-21T20:05:25+00:00,0,,0
940894815,node,21.0210378,-89.5998256,Yza,,,,,,,,,,,,,,,,,,1,2010-10-07T23:41:38+00:00,0,,0
958712757,node,24.1468814,-110.319144,Benavides,,,,,,,,,,,,Benavides,Q5435613,,,,,3,2023-04-12T02:44:41+00:00,0,,0
986730915,node,24.1572701,-110.3108027,Farmacorama,,,,,,,,,,,,,,,,,,2,2020-03-14T05:34:19+00:00,0,,0
986750408,node,24.1625366,-110.3134581,Farmacias Similares,,,,,,,,,,,,Farmacias Similares,Q62564610,,,,,3,2020-03-14T05:34:19+00:00,0,,0
995703350,node,19.2825169,-98.4352201,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,1,2010-11-20T06:42:55+00:00,0,,0
995703388,node,19.2835144,-98.436926,Farmacia del Ahorro,,,,,,,,,,,,,,,,,,1,2010-11-20T06:42:58+00:00,0,,0
